SC ID,SC Feed ID,SC Player Name,first_name,last_name,Fanfooty Player ID,Fanfooty Player Name,Footywire Name,AFL ID,AFL Name,Team,Position,Date of Birth,Jumper Number
360,250321,Joel Selwood,Joel,Selwood,,,,,,GEE,MID,,
361,1004940,Sam Simpson,Sam,Simpson,,,,,,GEE,MID,,
362,280317,Rhys Stanley,Rhys,Stanley,,,,,,GEE,RUC,,
363,1004948,Cooper Stephens,Cooper,Stephens,,,,,,GEE,MID,,
364,270912,Jack Steven,Jack,Steven,,,,,,GEE,FWD MID,,
365,291800,Tom Stewart,Tom,Stewart,,,,,,GEE,DEF,,
366,1008603,Cameron Taheny,Cameron,Taheny,,,,,,GEE,FWD,,
367,999382,Jake Tarca,Jake,Tarca,,,,,,GEE,FWD,,
368,261497,Harry Taylor,Harry,Taylor,,,,,,GEE,DEF,,
369,292511,Zach Tuohy,Zach,Tuohy,,,,,,GEE,DEF,,
370,1009253,Lachlan Ash,Lachlan,Ash,,,,,,GWS,DEF MID,,
371,1008436,Kieren Briggs,Kieren,Briggs,,,,,,GWS,DEF FWD,,
372,1014038,Callum M. Brown,Callum M.,Brown,,,,,,GWS,DEF,,
373,1009708,Jack Buckley,Jack,Buckley,,,,,,GWS,FWD MID,,
374,291797,Matt Buntine,Matt,Buntine,,,,,,GWS,DEF FWD,,
375,1006103,Jye Caldwell,Jye,Caldwell,,,,,,GWS,MID,,
376,293845,Jeremy Cameron,Jeremy,Cameron,,,,,,GWS,FWD,,
377,291969,Stephen Coniglio,Stephen,Coniglio,,,,,,GWS,MID,,
378,294508,Aidan Corr,Aidan,Corr,,,,,,GWS,DEF,,
379,1001396,Isaac Cumming,Isaac,Cumming,,,,,,GWS,DEF,,
380,1002251,Brent Daniels,Brent,Daniels,,,,,,GWS,FWD,,
381,280804,Phil Davis,Phil,Davis,,,,,,GWS,DEF,,
382,271015,Matt de Boer,Matt,de Boer,,,,,,GWS,MID,,
383,298111,Jeremy Finlayson,Jeremy,Finlayson,,,,,,GWS,FWD,,
384,993902,Matthew Flynn,Matthew,Flynn,,,,,,GWS,RUC,,
385,1009528,Tom Green,Tom,Green,,,,,,GWS,MID,,
386,295344,Toby Greene,Toby,Greene,,,,,,GWS,FWD,,
387,999309,Jackson Hately,Jackson,Hately,,,,,,GWS,MID,,
388,295265,Nick Haynes,Nick,Haynes,,,,,,GWS,DEF,,
389,1006148,Ian Hill,Ian,Hill,,,,,,GWS,FWD,,
390,993107,Harry Himmelberg,Harry,Himmelberg,,,,,,GWS,FWD,,
391,993903,Jacob Hopper,Jacob,Hopper,,,,,,GWS,MID,,
392,296984,Tom Hutchesson,Tom,Hutchesson,,,,,,GWS,MID FWD,,
393,1008083,Connor Idun,Connor,Idun,,,,,,GWS,DEF,,
394,270811,Sam Jacobs,Sam,Jacobs,,,,,,GWS,RUC,,
395,290314,Lachlan Keeffe,Lachlan,Keeffe,,,,,,GWS,DEF FWD,,
396,296347,Josh Kelly,Josh,Kelly,,,,,,GWS,MID,,
397,291509,Adam Kennedy,Adam,Kennedy,,,,,,GWS,DEF,,
398,1004286,Zac Langdon,Zac,Langdon,,,,,,GWS,FWD,,
399,290675,Daniel Lloyd,Daniel,Lloyd,,,,,,GWS,FWD,,
400,280762,Shane Mumford,Shane,Mumford,,,,,,GWS,RUC,,
401,1006135,Xavier O'Halloran,Xavier,O'Halloran,,,,,,GWS,MID,,
402,998205,Harry Perryman,Harry,Perryman,,,,,,GWS,MID,,
403,261374,Sam J. Reid,Sam J.,Reid,,,,,,GWS,DEF,,
404,1008123,Jake Riccardi,Jake,Riccardi,,,,,,GWS,FWD,,
405,240700,Heath Shaw,Heath,Shaw,,,,,,GWS,DEF,,
406,291792,Tommy Sheridan,Tommy,Sheridan,,,,,,GWS,MID,,
407,1002296,Nick Shipley,Nick,Shipley,,,,,,GWS,MID,,
408,998225,Zach Sproule,Zach,Sproule,,,,,,GWS,FWD,,
409,1007238,Jake Stein,Jake,Stein,,,,,,GWS,DEF,,
410,998172,Tim Taranto,Tim,Taranto,,,,,,GWS,MID,,
411,1005247,Sam Taylor,Sam,Taylor,,,,,,GWS,DEF,,
412,280109,Callan Ward,Callan,Ward,,,,,,GWS,MID,,
413,294305,Lachie Whitfield,Lachie,Whitfield,,,,,,GWS,FWD MID,,
414,294685,Zac Williams,Zac,Williams,,,,,,GWS,DEF,,
415,280744,Luke Breust,Luke,Breust,,,,,,HAW,FWD,,
416,210012,Shaun Burgoyne,Shaun,Burgoyne,,,,,,HAW,DEF,,
417,291327,Jonathon Ceglar,Jonathon,Ceglar,,,,,,HAW,RUC FWD,,
418,1000959,James Cousins,James,Cousins,,,,,,HAW,MID,,
419,1008550,Will Day,Will,Day,,,,,,HAW,DEF,,
420,260288,James Frawley,James,Frawley,,,,,,HAW,DEF,,
421,293738,Sam Frost,Sam,Frost,,,,,,HAW,DEF,,
422,1003547,Conor Glass,Conor,Glass,,,,,,HAW,DEF,,
423,1006128,Will Golds,Will,Golds,,,,,,HAW,FWD MID,,
424,1006159,Damon Greaves,Damon,Greaves,,,,,,HAW,DEF,,
425,291351,Jack Gunston,Jack,Gunston,,,,,,HAW,FWD,,
426,1001043,Oliver Hanrahan,Oliver,Hanrahan,,,,,,HAW,FWD,,
427,993794,Blake Hardwick,Blake,Hardwick,,,,,,HAW,DEF,,
428,294077,Michael Hartley,Michael,Hartley,,,,,,HAW,DEF,,
429,291201,Ricky Henderson,Ricky,Henderson,,,,,,HAW,MID,,
430,992462,Daniel Howe,Daniel,Howe,,,,,,HAW,DEF MID,,
431,296254,Jarman Impey,Jarman,Impey,,,,,,HAW,DEF,,
432,1005150,Emerson Jeka,Emerson,Jeka,,,,,,HAW,FWD,,
433,998390,Changkuoth Jiath,Changkuoth,Jiath,,,,,,HAW,DEF,,
434,1004991,Harrison Jones,Harrison,Jones,,,,,,HAW,MID,,
435,1006030,Jacob Koschitzke,Jacob,Koschitzke,,,,,,HAW,DEF,,
436,1000887,Mitch Lewis,Mitch,Lewis,,,,,,HAW,FWD,,
437,1009421,Finn Maginness,Finn,Maginness,,,,,,HAW,MID,,
438,261323,Ben McEvoy,Ben,McEvoy,,,,,,HAW,RUC,,
439,291856,Tom Mitchell,Tom,Mitchell,,,,,,HAW,MID,,
440,1006314,Dylan Moore,Dylan,Moore,,,,,,HAW,FWD,,
441,1008537,Josh Morris,Josh,Morris,,,,,,HAW,FWD,,
442,1000963,Harry Morrison,Harry,Morrison,,,,,,HAW,FWD MID,,
443,1007124,Conor Nash,Conor,Nash,,,,,,HAW,FWD,,
444,296041,Tim O'Brien,Tim,O'Brien,,,,,,HAW,DEF FWD,,
445,294613,Jaeger O'Meara,Jaeger,O'Meara,,,,,,HAW,MID,,
446,291821,Jonathon Patton,Jonathon,Patton,,,,,,HAW,RUC FWD,,
447,1011873,Harrison Pepper,Harrison,Pepper,,,,,,HAW,DEF,,
448,260710,Paul Puopolo,Paul,Puopolo,,,,,,HAW,FWD,,
449,1001024,Ned Reeves,Ned,Reeves,,,,,,HAW,RUC,,
450,1004919,Jackson Ross,Jackson,Ross,,,,,,HAW,FWD,,
451,998114,Jack Scrimshaw,Jack,Scrimshaw,,,,,,HAW,DEF,,
452,280969,Tom Scully,Tom,Scully,,,,,,HAW,MID,,
453,280737,Liam Shiels,Liam,Shiels,,,,,,HAW,MID,,
454,297566,James Sicily,James,Sicily,,,,,,HAW,DEF,,
455,294877,Isaac Smith,Isaac,Smith,,,,,,HAW,MID,,
456,280471,Ben Stratton,Ben,Stratton,,,,,,HAW,DEF,,
457,1002590,Mathew Walker,Mathew,Walker,,,,,,HAW,FWD,,
458,291962,Chad Wingard,Chad,Wingard,,,,,,HAW,FWD MID,,
459,1002222,James Worpel,James,Worpel,,,,,,HAW,MID,,
460,1008855,Oskar Baker,Oskar,Baker,,,,,,MEL,MID,,
461,1008139,Toby Bedford,Toby,Bedford,,,,,,MEL,FWD,,
462,1014081,Austin Bradtke,Austin,Bradtke,,,,,,MEL,RUC,,
463,298279,Angus Brayshaw,Angus,Brayshaw,,,,,,MEL,MID,,
464,290622,Mitch Brown,Mitch,Brown,,,,,,MEL,FWD,,
465,1005330,Kade Chandler,Kade,Chandler,,,,,,MEL,FWD,,
466,1006106,Kyle Dunkley,Kyle,Dunkley,,,,,,MEL,FWD MID,,
467,1001438,Bayley Fritsch,Bayley,Fritsch,,,,,,MEL,DEF FWD,,
468,290528,Max Gawn,Max,Gawn,,,,,,MEL,RUC,,
469,1001449,Mitch Hannan,Mitch,Hannan,,,,,,MEL,FWD,,
470,297899,James Harmes,James,Harmes,,,,,,MEL,MID,,
471,290160,Michael Hibberd,Michael,Hibberd,,,,,,MEL,DEF,,
472,996692,Marty Hore,Marty,Hore,,,,,,MEL,DEF,,
473,994385,Jayden Hunt,Jayden,Hunt,,,,,,MEL,FWD,,
474,1009399,Luke Jackson,Luke,Jackson,,,,,,MEL,RUC,,
475,281280,Neville Jetta,Neville,Jetta,,,,,,MEL,DEF,,
476,250222,Nathan Jones,Nathan,Jones,,,,,,MEL,DEF MID,,
477,1013409,James Jordon,James,Jordon,,,,,,MEL,MID,,
478,296209,Kade Kolodjashnij,Kade,Kolodjashnij,,,,,,MEL,MID,,
479,1008541,Kysaiah Kropinyeri-Pickett,Kysaiah,Kropinyeri-Pickett,,,,,,MEL,FWD,,
480,298264,Ed Langdon,Ed,Langdon,,,,,,MEL,MID,,
481,298281,Jake Lever,Jake,Lever,,,,,,MEL,DEF,,
482,298390,Jay Lockhart,Jay,Lockhart,,,,,,MEL,FWD,,
483,281085,Steven May,Steven,May,,,,,,MEL,DEF,,
484,992472,Oscar McDonald,Oscar,McDonald,,,,,,MEL,DEF,,
485,291533,Tom McDonald,Tom,McDonald,,,,,,MEL,FWD,,
486,280824,Jake Melksham,Jake,Melksham,,,,,,MEL,FWD,,
487,296420,Alex Neal-Bullen,Alex,Neal-Bullen,,,,,,MEL,FWD,,
488,1004695,Aaron Nietschke,Aaron,Nietschke,,,,,,MEL,MID,,
489,996701,Clayton Oliver,Clayton,Oliver,,,,,,MEL,MID,,
490,298210,Christian Petracca,Christian,Petracca,,,,,,MEL,FWD,,
491,1008893,Harrison Petty,Harrison,Petty,,,,,,MEL,DEF FWD,,
492,992644,Braydon Preuss,Braydon,Preuss,,,,,,MEL,RUC FWD,,
493,1009378,Trent Rivers,Trent,Rivers,,,,,,MEL,DEF MID,,
494,296359,Christian Salem,Christian,Salem,,,,,,MEL,DEF,,
495,1003546,Joel Smith,Joel,Smith,,,,,,MEL,DEF,,
496,1002282,Charlie Spargo,Charlie,Spargo,,,,,,MEL,FWD,,
497,999391,Tom Sparrow,Tom,Sparrow,,,,,,MEL,FWD,,
498,291819,Adam Tomlinson,Adam,Tomlinson,,,,,,MEL,MID,,
499,297990,Aaron vandenBerg,Aaron,vandenBerg,,,,,,MEL,FWD MID,,
500,291902,Jack Viney,Jack,Viney,,,,,,MEL,MID,,
501,993940,Corey Wagner,Corey,Wagner,,,,,,MEL,FWD MID,,
502,294675,Josh Wagner,Josh,Wagner,,,,,,MEL,DEF,,
503,993806,Sam Weideman,Sam,Weideman,,,,,,MEL,FWD,,
504,298271,Paul Ahern,Paul,Ahern,,,,,,NTH,DEF MID,,
505,291861,Jed Anderson,Jed,Anderson,,,,,,NTH,MID,,
506,290787,Shaun Atley,Shaun,Atley,,,,,,NTH,DEF,,
507,1004894,Aiden Bonar,Aiden,Bonar,,,,,,NTH,MID FWD,,
508,291867,Ben Brown,Ben,Brown,,,,,,NTH,FWD,,
509,290246,Tom Campbell,Tom,Campbell,,,,,,NTH,RUC FWD,,
510,1015781,Charlie Comben,Charlie,Comben,,,,,,NTH,RUC FWD,,
511,1006138,Joel Crocker,Joel,Crocker,,,,,,NTH,DEF,,
512,280921,Ben Cunnington,Ben,Cunnington,,,,,,NTH,MID,,
513,1002267,Luke Davies-Uniacke,Luke,Davies-Uniacke,,,,,,NTH,FWD MID,,
514,290199,Majak Daw,Majak,Daw,,,,,,NTH,DEF,,
515,296035,Trent Dumont,Trent,Dumont,,,,,,NTH,MID,,
516,297767,Sam Durdin,Sam,Durdin,,,,,,NTH,DEF,,
517,296078,Taylor Garner,Taylor,Garner,,,,,,NTH,FWD,,
518,271129,Todd Goldstein,Todd,Goldstein,,,,,,NTH,RUC,,
519,296735,Aaron Hall,Aaron,Hall,,,,,,NTH,MID,,
520,998327,Kyron Hayden,Kyron,Hayden,,,,,,NTH,MID,,
521,260227,Shaun Higgins,Shaun,Higgins,,,,,,NTH,MID,,
522,1001351,Lachlan Hosie,Lachlan,Hosie,,,,,,NTH,FWD,,
523,290802,Ben Jacobs,Ben,Jacobs,,,,,,NTH,MID,,
524,1001017,Nick Larkey,Nick,Larkey,,,,,,NTH,FWD,,
525,290194,Jamie Macmillan,Jamie,Macmillan,,,,,,NTH,DEF,,
526,1009189,Jack Mahony,Jack,Mahony,,,,,,NTH,MID FWD,,
527,296355,Luke McDonald,Luke,McDonald,,,,,,NTH,DEF,,
528,1006653,Matthew McGuinness,Matthew,McGuinness,,,,,,NTH,DEF,,
529,1002143,Ben McKay,Ben,McKay,,,,,,NTH,DEF,,
530,1000905,Tom Murphy,Tom,Murphy,,,,,,NTH,DEF,,
531,1011771,Flynn Perez,Flynn,Perez,,,,,,NTH,DEF,,
532,290156,Jasper Pittard,Jasper,Pittard,,,,,,NTH,DEF,,
533,290738,Jared Polec,Jared,Polec,,,,,,NTH,MID,,
534,1006058,Bailey Scott,Bailey,Scott,,,,,,NTH,MID FWD,,
535,993998,Jy Simpkin,Jy,Simpkin,,,,,,NTH,FWD MID,,
536,270325,Robbie Tarrant,Robbie,Tarrant,,,,,,NTH,DEF,,
537,1006137,Curtis Taylor,Curtis,Taylor,,,,,,NTH,FWD,,
538,1005729,Tarryn Thomas,Tarryn,Thomas,,,,,,NTH,FWD,,
539,992499,Kayne Turner,Kayne,Turner,,,,,,NTH,FWD,,
540,291784,Dom Tyson,Dom,Tyson,,,,,,NTH,MID,,
541,298287,Ed Vickers-Willis,Ed,Vickers-Willis,,,,,,NTH,DEF,,
542,291550,Josh Walker,Josh,Walker,,,,,,NTH,DEF,,
543,1005084,Will Walker,Will,Walker,,,,,,NTH,FWD,,
544,295256,Marley Williams,Marley,Williams,,,,,,NTH,DEF,,
545,295340,Mason Wood,Mason,Wood,,,,,,NTH,FWD,,
546,1004965,Tristan Xerri,Tristan,Xerri,,,,,,NTH,RUC FWD,,
547,280944,Jack Ziebell,Jack,Ziebell,,,,,,NTH,FWD MID,,
548,998484,Cameron Zurhaar,Cameron,Zurhaar,,,,,,NTH,FWD,,
549,297354,Karl Amon,Karl,Amon,,,,,,PTA,MID,,
550,998126,Joe Atley,Joe,Atley,,,,,,PTA,MID,,
551,1009191,Miles Bergman,Miles,Bergman,,,,,,PTA,FWD,,
552,250365,Travis Boak,Travis,Boak,,,,,,PTA,MID,,
553,994599,Riley Bonner,Riley,Bonner,,,,,,PTA,DEF,,
554,1008531,Trent Burgoyne,Trent,Burgoyne,,,,,,PTA,FWD,,
555,992128,Ryan Burton,Ryan,Burton,,,,,,PTA,DEF,,
556,1006121,Zak Butters,Zak,Butters,,,,,,PTA,FWD,,
557,991930,Darcy Byrne-Jones,Darcy,Byrne-Jones,,,,,,PTA,DEF,,
558,294504,Tom Clurey,Tom,Clurey,,,,,,PTA,DEF,,
559,1002355,Tobin Cox,Tobin,Cox,,,,,,PTA,FWD,,
560,280711,Charlie Dixon,Charlie,Dixon,,,,,,PTA,FWD,,
561,1000972,Willem Drew,Willem,Drew,,,,,,PTA,MID,,
562,1006096,Xavier Duursma,Xavier,Duursma,,,,,,PTA,MID,,
563,261911,Brad Ebert,Brad,Ebert,,,,,,PTA,FWD,,
564,1002253,Kane Farrell,Kane,Farrell,,,,,,PTA,FWD,,
565,999320,Martin Frederick,Martin,Frederick,,,,,,PTA,DEF,,
566,998321,Joel Garner,Joel,Garner,,,,,,PTA,DEF,,
567,1010174,Mitchell Georgiades,Mitchell,Georgiades,,,,,,PTA,FWD,,
568,261396,Robbie Gray,Robbie,Gray,,,,,,PTA,FWD MID,,
569,1004829,Riley Grundy,Riley,Grundy,,,,,,PTA,DEF,,
570,261892,Hamish Hartlett,Hamish,Hartlett,,,,,,PTA,DEF,,
571,1002248,Sam Hayes,Sam,Hayes,,,,,,PTA,RUC,,
572,994295,Dan Houston,Dan,Houston,,,,,,PTA,DEF MID,,
573,292145,Tom Jonas,Tom,Jonas,,,,,,PTA,DEF,,
574,997142,Peter Ladhams,Peter,Ladhams,,,,,,PTA,RUC FWD,,
575,293987,Jarrod Lienert,Jarrod,Lienert,,,,,,PTA,DEF,,
576,290746,Scott Lycett,Scott,Lycett,,,,,,PTA,RUC,,
577,1004998,Todd Marshall,Todd,Marshall,,,,,,PTA,FWD,,
578,293603,Sam Mayes,Sam,Mayes,,,,,,PTA,MID,,
579,290527,Trent McKenzie,Trent,McKenzie,,,,,,PTA,DEF,,
580,1005326,Jackson Mead,Jackson,Mead,,,,,,PTA,MID,,
581,280990,Steven Motlop,Steven,Motlop,,,,,,PTA,FWD,,
582,1009389,Jake Pasini,Jake,Pasini,,,,,,PTA,DEF,,
583,1002392,Jake Patmore,Jake,Patmore,,,,,,PTA,FWD MID,,
584,993979,Sam Powell-Pepper,Sam,Powell-Pepper,,,,,,PTA,FWD MID,,
585,270919,Tom Rockliff,Tom,Rockliff,,,,,,PTA,MID,,
586,1001299,Connor Rozee,Connor,Rozee,,,,,,PTA,FWD,,
587,290733,Cameron Sutcliffe,Cameron,Sutcliffe,,,,,,PTA,FWD,,
588,280972,Jack Watts,Jack,Watts,,,,,,PTA,DEF,,
589,260750,Justin Westhoff,Justin,Westhoff,,,,,,PTA,FWD MID,,
590,1009195,Dylan Williams,Dylan,Williams,,,,,,PTA,MID FWD,,
591,294318,Ollie Wines,Ollie,Wines,,,,,,PTA,MID,,
592,999346,Boyd Woodcock,Boyd,Woodcock,,,,,,PTA,FWD,,
593,992786,Jake Aarts,Jake,Aarts,,,,,,RIC,FWD,,
594,290198,David Astbury,David,Astbury,,,,,,RIC,DEF,,
595,1000223,Liam Baker,Liam,Baker,,,,,,RIC,DEF FWD,,
596,1002245,Noah Balta,Noah,Balta,,,,,,RIC,RUC FWD,,
597,993993,Shai Bolton,Shai,Bolton,,,,,,RIC,FWD,,
598,295203,Nathan Broad,Nathan,Broad,,,,,,RIC,DEF,,
599,290623,Josh Caddy,Josh,Caddy,,,,,,RIC,FWD MID,,
600,991933,Jason Castagna,Jason,Castagna,,,,,,RIC,FWD,,
601,994077,Mabior Chol,Mabior,Chol,,,,,,RIC,RUC FWD,,
602,1000061,Callum Coleman-Jones,Callum,Coleman-Jones,,,,,,RIC,RUC FWD,,
603,1008297,Riley Collier-Dawkins,Riley,Collier-Dawkins,,,,,,RIC,MID,,
604,270896,Trent Cotchin,Trent,Cotchin,,,,,,RIC,MID,,
605,1009308,Noah Cumberland,Noah,Cumberland,,,,,,RIC,MID FWD,,
606,1009226,Thomson Dow,Thomson,Dow,,,,,,RIC,MID,,
607,260930,Shane Edwards,Shane,Edwards,,,,,,RIC,DEF MID,,
608,1006276,Derek Eggmolesse-Smith,Derek,Eggmolesse-Smith,,,,,,RIC,DEF,,
609,1006536,Luke English,Luke,English,,,,,,RIC,FWD MID,,
610,998218,Ryan Garthwaite,Ryan,Garthwaite,,,,,,RIC,DEF,,
611,990827,Jack Graham,Jack,Graham,,,,,,RIC,MID,,
612,280819,Dylan Grimes,Dylan,Grimes,,,,,,RIC,DEF,,
613,1002227,Jack Higgins,Jack,Higgins,,,,,,RIC,FWD,,
614,250312,Bachar Houli,Bachar,Houli,,,,,,RIC,DEF,,
615,290032,Kane Lambert,Kane,Lambert,,,,,,RIC,FWD,,
616,293813,Tom J. Lynch,Tom J.,Lynch,,,,,,RIC,FWD,,
617,298358,Oleg Markov,Oleg,Markov,,,,,,RIC,MID,,
618,290847,Dustin Martin,Dustin,Martin,,,,,,RIC,FWD MID,,
619,1009313,Will Martyn,Will,Martyn,,,,,,RIC,MID,,
620,294592,Kamdyn McIntosh,Kamdyn,McIntosh,,,,,,RIC,MID,,
621,1002403,Ben Miller,Ben,Miller,,,,,,RIC,DEF,,
622,1002231,Patrick Naish,Patrick,Naish,,,,,,RIC,MID,,
623,298174,Toby Nankervis,Toby,Nankervis,,,,,,RIC,RUC,,
624,1006193,Bigoa Nyuon,Bigoa,Nyuon,,,,,,RIC,DEF RUC,,
625,993771,Marlion Pickett,Marlion,Pickett,,,,,,RIC,MID,,
626,290627,Dion Prestia,Dion,Prestia,,,,,,RIC,MID,,
627,1011985,Hugo Ralphsmith,Hugo,Ralphsmith,,,,,,RIC,MID FWD,,
629,250395,Jack Riewoldt,Jack,Riewoldt,,,,,,RIC,FWD,,
630,1000981,Daniel Rioli,Daniel,Rioli,,,,,,RIC,FWD,,
631,1006133,Jack Ross,Jack,Ross,,,,,,RIC,MID,,
632,992049,Jayden Short,Jayden,Short,,,,,,RIC,DEF,,
633,998529,Ivan Soldo,Ivan,Soldo,,,,,,RIC,RUC,,
634,1002583,Sydney Stack,Sydney,Stack,,,,,,RIC,DEF,,
635,1006208,Fraser Turner,Fraser,Turner,,,,,,RIC,MID,,
636,294674,Nick Vlastuin,Nick,Vlastuin,,,,,,RIC,DEF,,
637,1005530,Ryan Abbott,Ryan,Abbott,,,,,,STK,RUC,,
638,1013976,Sam Alabakis,Sam,Alabakis,,,,,,STK,RUC,,
639,298091,Logan Austin,Logan,Austin,,,,,,STK,DEF,,
640,998134,Josh Battle,Josh,Battle,,,,,,STK,DEF,,
641,1009221,Jack Bell,Jack,Bell,,,,,,STK,RUC,,
642,296351,Jack Billings,Jack,Billings,,,,,,STK,MID,,
643,260310,Nathan Brown,Nathan,Brown,,,,,,STK,DEF,,
644,992374,Dan Butler,Dan,Butler,,,,,,STK,FWD,,
645,1011994,Ryan Byrnes,Ryan,Byrnes,,,,,,STK,MID,,
646,1002922,Jack Bytel,Jack,Bytel,,,,,,STK,MID,,
647,290641,Jake Carlisle,Jake,Carlisle,,,,,,STK,DEF,,
648,1002264,Hunter Clark,Hunter,Clark,,,,,,STK,DEF,,
649,1002266,Oscar Clavarino,Oscar,Clavarino,,,,,,STK,DEF,,
650,1005717,Nick Coffield,Nick,Coffield,,,,,,STK,DEF,,
651,1009228,Leo Connolly,Leo,Connolly,,,,,,STK,DEF MID,,
652,294429,Luke Dunstan,Luke,Dunstan,,,,,,STK,MID,,
653,260113,Jarryn Geary,Jarryn,Geary,,,,,,STK,DEF,,
654,298421,Jade Gresham,Jade,Gresham,,,,,,STK,FWD MID,,
655,290117,Dan Hannebery,Dan,Hannebery,,,,,,STK,MID,,
656,295584,Bradley Hill,Bradley,Hill,,,,,,STK,MID,,
657,297452,Nick Hind,Nick,Hind,,,,,,STK,FWD,,
658,993480,Dougal Howard,Dougal,Howard,,,,,,STK,DEF FWD,,
659,991988,Zak Jones,Zak,Jones,,,,,,STK,MID,,
660,1003520,Darragh Joyce,Darragh,Joyce,,,,,,STK,DEF,,
661,294570,Dean Kent,Dean,Kent,,,,,,STK,FWD,,
662,1006143,Max King,Max,King,,,,,,STK,FWD,,
663,1004989,Doulton Langlands,Doulton,Langlands,,,,,,STK,MID,,
664,993917,Ben Long,Ben,Long,,,,,,STK,FWD,,
665,992000,Jack Lonie,Jack,Lonie,,,,,,STK,FWD,,
666,990548,Jonathon Marsh,Jonathon,Marsh,,,,,,STK,DEF,,
667,992468,Rowan Marshall,Rowan,Marshall,,,,,,STK,RUC,,
668,1004360,Jack Mayo,Jack,Mayo,,,,,,STK,FWD,,
669,298265,Daniel McKenzie,Daniel,McKenzie,,,,,,STK,DEF,,
670,294596,Tim Membrey,Tim,Membrey,,,,,,STK,FWD,,
671,1000267,Matthew Parker,Matthew,Parker,,,,,,STK,FWD,,
672,1004985,Ben Paton,Ben,Paton,,,,,,STK,DEF,,
673,1002213,Ed Phillips,Ed,Phillips,,,,,,STK,MID,,
674,280933,Dylan Roberton,Dylan,Roberton,,,,,,STK,DEF,,
675,293846,Sebastian Ross,Sebastian,Ross,,,,,,STK,MID,,
676,250267,Paddy Ryder,Paddy,Ryder,,,,,,STK,RUC FWD,,
677,280858,Shane Savage,Shane,Savage,,,,,,STK,DEF,,
678,994389,Jack Sinclair,Jack,Sinclair,,,,,,STK,FWD MID,,
679,296205,Jack Steele,Jack,Steele,,,,,,STK,MID,,
680,290757,Jimmy Webster,Jimmy,Webster,,,,,,STK,DEF,,
681,296422,Callum Wilkie,Callum,Wilkie,,,,,,STK,DEF,,
682,294469,Aliir Aliir,Aliir,Aliir,,,,,,SYD,DEF,,
683,1008091,Joel Amartey,Joel,Amartey,,,,,,SYD,RUC,,
684,1002291,James Bell,James,Bell,,,,,,SYD,FWD MID,,
685,1006028,Nick Blakey,Nick,Blakey,,,,,,SYD,FWD,,
686,295156,Kaiden Brand,Kaiden,Brand,,,,,,SYD,DEF,,
687,996442,Ryan Clarke,Ryan,Clarke,,,,,,SYD,MID,,
688,291978,Harry Cunningham,Harry,Cunningham,,,,,,SYD,DEF,,
689,992242,Jordan Dawson,Jordan,Dawson,,,,,,SYD,DEF FWD,,
690,998103,Oliver Florent,Oliver,Florent,,,,,,SYD,MID,,
691,1011791,Zac Foot,Zac,Foot,,,,,,SYD,FWD MID,,
692,291848,Robbie Fox,Robbie,Fox,,,,,,SYD,DEF FWD,,
693,240399,Lance Franklin,Lance,Franklin,,,,,,SYD,FWD,,
694,1004113,Will Gould,Will,Gould,,,,,,SYD,DEF,,
695,290722,Sam Gray,Sam,Gray,,,,,,SYD,FWD,,
696,997100,Will Hayward,Will,Hayward,,,,,,SYD,FWD,,
697,298539,Isaac Heeney,Isaac,Heeney,,,,,,SYD,FWD MID,,
698,294036,George Hewett,George,Hewett,,,,,,SYD,MID,,
699,260382,Josh P. Kennedy,Josh P.,Kennedy,,,,,,SYD,MID,,
700,1012101,Michael Knoll,Michael,Knoll,,,,,,SYD,RUC,,
701,1004949,Matthew Ling,Matthew,Ling,,,,,,SYD,DEF,,
702,295342,Jake Lloyd,Jake,Lloyd,,,,,,SYD,DEF,,
703,998662,Jack Maibaum,Jack,Maibaum,,,,,,SYD,DEF,,
704,1008198,Tom McCartin,Tom,McCartin,,,,,,SYD,FWD,,
705,1011936,Justin McInerney,Justin,McInerney,,,,,,SYD,MID,,
706,1003203,Hayden McLean,Hayden,McLean,,,,,,SYD,RUC,,
707,996743,Lewis Melican,Lewis,Melican,,,,,,SYD,DEF,,
708,993905,Callum Mills,Callum,Mills,,,,,,SYD,DEF,,
709,298144,Sam Naismith,Sam,Naismith,,,,,,SYD,RUC,,
710,1019158,Barry O'Connor,Barry,O'Connor,,,,,,SYD,DEF FWD,,
711,997842,Colin O'Riordan,Colin,O'Riordan,,,,,,SYD,DEF,,
712,996765,Tom Papley,Tom,Papley,,,,,,SYD,FWD,,
713,290778,Luke Parker,Luke,Parker,,,,,,SYD,MID,,
714,290307,Dane Rampe,Dane,Rampe,,,,,,SYD,DEF,,
715,290188,Sam Reid,Sam,Reid,,,,,,SYD,FWD,,
716,1013624,Harry Reynolds,Harry,Reynolds,,,,,,SYD,DEF,,
717,1004880,Ben Ronke,Ben,Ronke,,,,,,SYD,FWD,,
718,1006126,James Rowbottom,James,Rowbottom,,,,,,SYD,FWD MID,,
719,1011789,Brady Rowles,Brady,Rowles,,,,,,SYD,DEF MID,,
720,294737,Callum Sinclair,Callum,Sinclair,,,,,,SYD,RUC,,
721,1004848,Dylan Stephens,Dylan,Stephens,,,,,,SYD,MID,,
722,1008080,Ryley Stoddart,Ryley,Stoddart,,,,,,SYD,DEF,,
723,1005997,Elijah Taylor,Elijah,Taylor,,,,,,SYD,MID FWD,,
